sample,t_s,reason,roughness,accepted,num_candidates,rank,x_meas,y_meas,azimuth_deg,speed_px_s,corr,score,hyp,dx,dy,dtheta,innovation,x_pred,y_pred
2650,265.0,local_candidate,1.8677470782944259,1,,0,772.7923583984375,310.067626953125,,,0.9416912794113159,33.90038365460184,5,0.0,0.0,-4.0,3.779936528901111e-07,772.7923587764213,310.06762695584894
2650,265.0,local_candidate,1.8677470782944259,1,,1,772.7923583984375,320.067626953125,,,0.9532487392425537,33.67194112204743,5,0.0,10.0,4.0,9.99999999727607,772.7923587764213,310.06762695584894
2650,265.0,local_candidate,1.8677470782944259,1,,2,772.7923583984375,300.067626953125,,,0.9335111379623413,33.61220352065826,5,0.0,-10.0,0.0,10.000000002723944,772.7923587764213,310.06762695584894
2650,265.0,local_candidate,1.8677470782944259,1,,3,762.7923583984375,310.067626953125,,,0.9275720119476318,33.566264387138354,5,-10.0,0.0,4.0,10.000000377983838,772.7923587764213,310.06762695584894
2650,265.0,local_candidate,1.8677470782944259,1,,4,782.7923583984375,310.067626953125,,,0.9224259257316589,33.521118316041736,5,10.0,0.0,-4.0,9.999999622016162,772.7923587764213,310.06762695584894
2650,265.0,local_candidate,1.8677470782944259,1,,0,775.0846557617188,305.00091552734375,,,0.9385432600975037,33.695043859480485,6,0.0,-10.0,0.0,9.999991693047146,775.084673696418,315.0009072203748
2650,265.0,local_candidate,1.8677470782944259,1,,1,775.0846557617188,315.00091552734375,,,0.7620227932929993,33.67852283123493,6,0.0,0.0,-8.0,1.9765099807385302e-05,775.084673696418,315.0009072203748
2650,265.0,local_candidate,1.8677470782944259,1,,2,785.0846557617188,315.00091552734375,,,0.775919497013092,33.45242028895093,6,10.0,0.0,-8.0,9.999982065304192,775.084673696418,315.0009072203748
2650,265.0,local_candidate,1.8677470782944259,1,,3,775.0846557617188,325.00091552734375,,,0.7745252847671509,33.411025551871376,6,0.0,10.0,-8.0,10.00000830698502,775.084673696418,315.0009072203748
2650,265.0,local_candidate,1.8677470782944259,1,,4,765.0846557617188,315.00091552734375,,,0.7249171733856201,33.32141724793549,6,-10.0,0.0,-8.0,10.000017934702708,775.084673696418,315.0009072203748
2650,265.0,local_candidate,1.8677470782944259,1,,0,772.1292724609375,320.067626953125,,,0.9608625173568726,33.699354989480646,7,0.0,10.0,4.0,9.999999996831836,772.1292866087608,310.0676269563032
2650,265.0,local_candidate,1.8677470782944259,1,,1,772.1292724609375,310.067626953125,,,0.9042824506759644,33.8027746397799,7,0.0,0.0,0.0,1.4147823678736928e-05,772.1292866087608,310.0676269563032
2650,265.0,local_candidate,1.8677470782944259,1,,2,772.1292724609375,300.067626953125,,,0.9267604351043701,33.585252907101015,7,0.0,-10.0,0.0,10.00000000318818,772.1292866087608,310.0676269563032
2650,265.0,local_candidate,1.8677470782944259,1,,3,782.1292724609375,310.067626953125,,,0.8938173651695251,33.5123101201864,7,10.0,0.0,-4.0,9.999985852176678,772.1292866087608,310.0676269563032
2650,265.0,local_candidate,1.8677470782944259,1,,4,762.1292724609375,310.067626953125,,,0.8822895884513855,33.46078177755533,7,-10.0,0.0,4.0,10.000014147823322,772.1292866087608,310.0676269563032
2700,270.0,local_candidate,1.29142347254849,1,,0,782.6773071289062,314.0339660644531,,,0.901620626449585,35.037495953654606,0,0.0,0.0,0.0,2.3802058360264783e-06,782.677307510999,314.03396841379026
2700,270.0,local_candidate,1.29142347254849,1,,1,772.6773071289062,314.0339660644531,,,0.8844944834709167,34.780369850638195,0,-10.0,0.0,0.0,10.000000382092983,782.677307510999,314.03396841379026
2700,270.0,local_candidate,1.29142347254849,1,,2,792.6773071289062,314.0339660644531,,,0.8543511033058167,34.710226485756806,0,10.0,0.0,0.0,9.999999617907568,782.677307510999,314.03396841379026
2700,270.0,local_candidate,1.29142347254849,1,,3,782.6773071289062,304.0339660644531,,,0.8632175326347351,34.67909286045713,0,0.0,-10.0,-4.0,10.000002349337144,782.677307510999,314.03396841379026
2700,270.0,local_candidate,1.29142347254849,1,,4,782.6773071289062,324.0339660644531,,,0.7648162841796875,34.54069170597557,0,0.0,10.0,-8.0,9.99999765066287,782.677307510999,314.03396841379026
2700,270.0,local_candidate,1.29142347254849,1,,0,791.7523803710938,310.274658203125,,,0.9268368482589722,34.8615497309834,1,10.0,0.0,0.0,9.999972361588902,781.7524080095048,310.2746582066933
2700,270.0,local_candidate,1.29142347254849,1,,1,781.7523803710938,310.274658203125,,,0.8902996778488159,34.98501145503679,1,0.0,0.0,-4.0,2.76384113278854e-05,781.7524080095048,310.2746582066933
2700,270.0,local_candidate,1.29142347254849,1,,2,771.7523803710938,310.274658203125,,,0.8951625823974609,34.74987435958544,1,-10.0,0.0,0.0,10.000027638411098,781.7524080095048,310.2746582066933
2700,270.0,local_candidate,1.29142347254849,1,,3,781.7523803710938,320.274658203125,,,0.891481339931488,34.70619366995829,1,0.0,10.0,0.0,9.999999996469905,781.7524080095048,310.2746582066933
2700,270.0,local_candidate,1.29142347254849,1,,4,781.7523803710938,300.274658203125,,,0.7863008379936218,34.5610131678777,1,0.0,-10.0,0.0,10.000000003606482,781.7524080095048,310.2746582066933
2700,270.0,local_candidate,1.29142347254849,1,,0,780.0933227539062,312.7606201171875,,,0.8748315572738647,34.93703353080972,2,0.0,0.0,0.0,1.228115583289146e-06,780.0933220379881,312.76061911932527
2700,270.0,local_candidate,1.29142347254849,1,,1,770.0933227539062,312.7606201171875,,,0.8801339864730835,34.702335998889616,2,-10.0,0.0,0.0,9.99999928408186,780.0933220379881,312.76061911932527
2700,270.0,local_candidate,1.29142347254849,1,,2,780.0933227539062,322.7606201171875,,,0.8865332007408142,34.66873517888174,2,0.0,10.0,4.0,10.000000997862255,780.0933220379881,312.76061911932527
2700,270.0,local_candidate,1.29142347254849,1,,3,790.0933227539062,312.7606201171875,,,0.880324125289917,34.62252610906972,2,10.0,0.0,-4.0,10.00000071591824,780.0933220379881,312.76061911932527
2700,270.0,local_candidate,1.29142347254849,1,,4,780.0933227539062,302.7606201171875,,,0.8601873517036438,34.56238936975905,2,0.0,-10.0,0.0,9.999999002137795,780.0933220379881,312.76061911932527
2700,270.0,local_candidate,1.29142347254849,1,,0,780.0933227539062,310.274658203125,,,0.8940535187721252,34.9167312693014,3,0.0,0.0,-4.0,8.229373977044425e-07,780.093321930973,310.2746582057527
2700,270.0,local_candidate,1.29142347254849,1,,1,790.0933227539062,310.274658203125,,,0.8954117298126221,34.67808948034198,3,10.0,0.0,0.0,10.000000822933202,780.093321930973,310.2746582057527
2700,270.0,local_candidate,1.29142347254849,1,,2,780.0933227539062,320.274658203125,,,0.8903838396072388,34.633061606647814,3,0.0,10.0,0.0,9.999999997372333,780.093321930973,310.2746582057527
2700,270.0,local_candidate,1.29142347254849,1,,3,770.0933227539062,310.274658203125,,,0.8814234733581543,34.58410125680484,3,-10.0,0.0,0.0,9.999999177066798,780.093321930973,310.2746582057527
2700,270.0,local_candidate,1.29142347254849,1,,4,780.0933227539062,300.274658203125,,,0.8454881310462952,34.50816589798177,3,0.0,-10.0,-4.0,10.000000002627734,780.093321930973,310.2746582057527
2700,270.0,local_candidate,1.29142347254849,1,,0,781.7523803710938,307.18994140625,,,0.8712545037269592,34.77766156753601,4,0.0,0.0,-4.0,2.6710340226837924e-05,781.7524068153263,307.18993764528705
2700,270.0,local_candidate,1.29142347254849,1,,1,781.7523803710938,317.18994140625,,,0.8853448629379272,34.55175238573382,4,0.0,10.0,0.0,10.000003760997918,781.7524068153263,307.18993764528705
2700,270.0,local_candidate,1.29142347254849,1,,2,771.7523803710938,307.18994140625,,,0.8734751343727112,34.4998822035039,4,-10.0,0.0,-4.0,10.00002644423321,781.7524068153263,307.18993764528705
2700,270.0,local_candidate,1.29142347254849,1,,3,791.7523803710938,307.18994140625,,,0.8067214488983154,34.3931295757988,4,10.0,0.0,-8.0,9.999973555768204,781.7524068153263,307.18993764528705
2700,270.0,local_candidate,1.29142347254849,1,,4,781.7523803710938,297.18994140625,,,0.7805765271186829,34.326984200353095,4,0.0,-10.0,8.0,9.99999623907201,781.7524068153263,307.18993764528705
2700,270.0,local_candidate,1.29142347254849,1,,0,779.252685546875,310.274658203125,,,0.8955404758453369,34.7959237759719,5,0.0,0.0,-4.0,1.7723763906710156e-05,779.2527032706386,310.2746582066177
2700,270.0,local_candidate,1.29142347254849,1,,1,779.252685546875,320.274658203125,,,0.8904917240142822,34.55087537868566,5,0.0,10.0,0.0,9.99999999652302,779.2527032706386,310.2746582066177
2700,270.0,local_candidate,1.29142347254849,1,,2,769.252685546875,310.274658203125,,,0.8882541060447693,34.50863740617134,5,-10.0,0.0,0.0,10.000017723763563,779.2527032706386,310.2746582066177
2700,270.0,local_candidate,1.29142347254849,1,,3,789.252685546875,310.274658203125,,,0.8810290694236755,34.46141307850078,5,10.0,0.0,0.0,9.999982276236437,779.2527032706386,310.2746582066177
2700,270.0,local_candidate,1.29142347254849,1,,4,779.252685546875,300.274658203125,,,0.8601256012916565,34.40050925582333,5,0.0,-10.0,-4.0,10.000000003508394,779.2527032706386,310.2746582066177
2700,270.0,local_candidate,1.29142347254849,1,,0,782.6773071289062,311.4545593261719,,,0.8913999795913696,34.78327435980896,6,0.0,0.0,-8.0,1.0608841547302326e-05,782.6773075189219,311.4545487245019
2700,270.0,local_candidate,1.29142347254849,1,,1,772.6773071289062,311.4545593261719,,,0.8731818199157715,34.52505640450977,6,-10.0,0.0,-4.0,10.000000390021277,782.6773075189219,311.4545487245019
2700,270.0,local_candidate,1.29142347254849,1,,2,792.6773071289062,311.4545593261719,,,0.8145913481712341,34.42646594836586,6,10.0,0.0,0.0,9.999999609989963,782.6773075189219,311.4545487245019
2700,270.0,local_candidate,1.29142347254849,1,,3,782.6773071289062,301.4545593261719,,,0.7637596726417542,34.335634477069576,6,0.0,-10.0,4.0,9.999989398330008,782.6773075189219,311.4545487245019
2700,270.0,local_candidate,1.29142347254849,1,,4,782.6773071289062,321.4545593261719,,,0.7249717712402344,34.25684615160126,6,0.0,10.0,0.0,10.000010601670006,782.6773075189219,311.4545487245019
2700,270.0,local_candidate,1.29142347254849,1,,0,781.7523803710938,304.4626159667969,,,0.8756005764007568,34.555571914251225,7,0.0,-10.0,-4.0,10.000009563262221,781.7524048296273,314.4626255300292
2700,270.0,local_candidate,1.29142347254849,1,,1,791.7523803710938,314.4626159667969,,,0.8007391095161438,34.44071112780244,7,10.0,0.0,-8.0,9.999975541471056,781.7524048296273,314.4626255300292
2700,270.0,local_candidate,1.29142347254849,1,,2,781.7523803710938,324.4626159667969,,,0.7527861595153809,34.352757879895144,7,0.0,10.0,-4.0,9.9999904367976,781.7524048296273,314.4626255300292
2700,270.0,local_candidate,1.29142347254849,1,,3,771.7523803710938,314.4626159667969,,,0.7064955234527588,34.266466563397714,7,-10.0,0.0,-8.0,10.000024458538089,781.7524048296273,314.4626255300292
2700,270.0,local_candidate,1.29142347254849,1,,4,781.7523803710938,314.4626159667969,,,0.6413565874099731,34.3613275912923,7,0.0,0.0,-8.0,2.6261669292378668e-05,781.7524048296273,314.4626255300292
2750,275.0,local_candidate,1.5980107657451614,1,,0,789.3541870117188,314.3814392089844,,,0.9313954710960388,35.96889137903794,0,0.0,0.0,0.0,2.2856349807076313e-06,789.3541874217219,314.38144145754495
