t_s,lon,lat,speed_m_s,course_deg,v_east_m_s,v_north_m_s
5.9,98.22241883934132,61.354146592062854,19.055088098839537,96.69421746822309,18.925178499568794,-2.2212611764480257
6.0,98.22245430868834,61.354144592989584,19.0629144617702,96.71631577930765,18.932093031178926,-2.229475551683377
6.1,98.22248979109865,61.35414258651937,19.070863655509626,96.73847378899006,18.939123691235135,-2.23772973683909
6.2,98.22252528679086,61.35414057261474,19.07893720125102,96.76070195254346,18.94627153459246,-2.2460275302790986
6.3,98.22256079598552,61.35413855123482,19.08713663776529,96.78301072068365,18.953537627076084,-2.2543727393075828
6.4,98.2225963189052,61.35413652233528,19.095463521332203,96.80541053839181,18.96092304536907,-2.262769180036039
6.5,98.22263185575123,61.35413448588368,19.103890685159868,96.82781948028321,18.968404001500673,-2.2711866824176443
6.6,98.22266740668033,61.35413244187462,19.11239093150326,96.85015591320877,18.975956718102637,-2.2795950849445825
6.7,98.222702971828,61.35413039031456,19.120965796176083,96.87243071271001,18.98358230369206,-2.2879982293448933
6.8,98.22273855133182,61.35412833120649,19.129616832034973,96.89465474997905,18.991281877177126,-2.2963999656156147
6.9,98.22277414533148,61.354126264549954,19.13834560881989,96.91683889104542,18.999056567737167,-2.3048041518877125
7.0,98.22280975396879,61.354124190341004,19.14715371299996,96.93899399594875,19.00690751470164,-2.3132146542909453
7.1,98.22284537738771,61.35412210857223,19.156042747624536,96.9611309178984,19.01483586742786,-2.3216353468186166
7.2,98.22288101573437,61.35412001923273,19.16501433217973,96.98326050241815,19.022842785177605,-2.3300701111921063
7.3,98.22291666913617,61.35411792232249,19.174044049860008,97.00530687383889,19.030907118036474,-2.3384908575063124
7.4,98.22295233768085,61.3541158178667,19.18310745540536,97.02719443127631,19.039007725720637,-2.346869503312571
7.5,98.22298802143752,61.35411370590144,19.19220615017897,97.04893441951577,19.04714579640903,-2.3552099527017116
7.6,98.22302372047746,61.35411158645926,19.201341751789414,97.0705380741075,19.05532252768055,-2.3635161169498287
7.7,98.22305943487424,61.3541094595692,19.2105158938637,97.09201662087122,19.06353912638614,-2.371791914383448
7.8,98.22309516470372,61.35410732525677,19.21973022582661,97.11338127538721,19.07179680852025,-2.380041270245051
7.9,98.223130910044,61.35410518354397,19.228986412686595,97.13464324247411,19.080096799091802,-2.388268116559041
8.0,98.2231666709755,61.35410303444924,19.238286134827945,97.15581371565236,19.088440331994377,-2.396476391997966
8.1,98.22320244756223,61.35410087800107,19.24760745133475,97.1768220194067,19.096808634063766,-2.4046398055893086
8.2,98.22323823983301,61.35409871425158,19.256928396134782,97.19759772753059,19.105182940736903,-2.412732072741972
8.3,98.22327404780023,61.354096543262884,19.26625063497593,97.21815238781335,19.113564511735355,-2.420757151273382
8.4,98.22330987147872,61.35409436509357,19.275575848968383,97.23849753337635,19.121954615140986,-2.428719005118046
8.5,98.22334571088564,61.354092179798656,19.284905734300636,97.25864468248415,19.13035452726434,-2.4366216041967514
8.6,98.22338156604056,61.35408998742957,19.294242001962832,97.27860533834257,19.138765532512892,-2.4444689242866673
8.7,98.22341743696546,61.35408778803419,19.3035863774775,97.29839098888266,19.14718892325917,-2.4522649468922237
8.8,98.22345332368477,61.354085581656804,19.312940600637653,97.31801310652975,19.15562599970873,-2.4600136591167923
8.9,98.2234892262085,61.35408336835104,19.32228492334607,97.33740537327981,19.164060093658936,-2.4676902936948735
9.0,98.22352514451543,61.35408114819277,19.331599576077576,97.356501691039,19.1724745444547,-2.4752700887053245
9.1,98.22356107857001,61.354078921267174,19.340886288008697,97.37531383533343,19.180870674967718,-2.4827570472855878
9.2,98.22359702833914,61.35407668765586,19.350146802690762,97.39385356178917,19.189249815373767,-2.4901551776669284
9.3,98.22363299379221,61.35407444743682,19.35938287771891,97.41213260623317,19.197613303021107,-2.497468493051157
9.4,98.22366897490114,61.35407220068444,19.368596284409147,97.43016268477885,19.205962482298972,-2.5047010114886143
9.5,98.22370497164039,61.35406994746949,19.37778880748383,97.44795549389767,19.21429870450654,-2.5118567557573686
9.6,98.22374098398693,61.35406768785913,19.386962244765215,97.4655227104742,19.22262332772198,-2.5189397532435596
9.7,98.22377701190513,61.35406542192926,19.39609875646576,97.48280157292976,19.23092151443545,-2.5259264985736087
9.8,98.22381305533152,61.35406314977691,19.405180485324482,97.49972950896836,19.23917843363518,-2.5327934907459833
9.9,98.22384911419007,61.35406087150784,19.41420922278494,97.51631844615753,19.2473954629163,-2.5395447702643095
10.0,98.22388518840734,61.35405858722418,19.423186773581147,97.53258028759683,19.255573986132664,-2.5461843817737555
10.1,98.22392127791244,61.354056297024414,19.432114955368643,97.54852691228473,19.263715393268193,-2.5527163739482956
10.2,98.22395738263712,61.354054001003405,19.440995598364516,97.5641701754704,19.271821080308857,-2.559144799379587
10.3,98.22399350251575,61.354051699252366,19.449830544996473,97.57952190898845,19.279892449115337,-2.5654737144674136
10.4,98.22402963748536,61.354049391858865,19.45862164956078,97.59459392157771,19.28793090729621,-2.5717071793116495
10.5,98.22406578747643,61.35404707891874,19.46735759591973,97.60932434975456,19.295928115808774,-2.5778227085961616
10.6,98.22410195240387,61.35404476054804,19.47602705390864,97.62365147806378,19.303875741088792,-2.5837978204931082
10.7,98.22413813217607,61.35404243687107,19.484631874858284,97.63758729952383,19.311775207200046,-2.589636585568926
10.8,98.22417432670414,61.35404010800848,19.49317392228086,97.65114378010259,19.319627943453344,-2.5953430776734097
10.9,98.22421053590185,61.35403777407727,19.501655071468694,97.66433285926746,19.32743538428318,-2.600921373840267
11.0,98.22424675968564,61.35403543519076,19.510077209102406,97.67716645052002,19.335198969125198,-2.6063755541895572
11.1,98.2242829979747,61.35403309145861,19.518442232868427,97.68965644191246,19.342920142294393,-2.611709701832057
11.2,98.22431925069091,61.354030742986815,19.52675205108599,97.70181469654813,19.350600352864156,-2.6169279027754135
11.3,98.22435551774626,61.35402838988927,19.534991815124656,97.71358344081085,19.358227624707407,-2.6220084757685758
11.4,98.22439179903036,61.35402603229934,19.543146667319064,97.7249050328549,19.365789986197193,-2.6269297422749607
11.5,98.22442809442292,61.354023670358295,19.55121851867879,97.73579149220927,19.37328889992839,-2.631695796447602
11.6,98.22446440380641,61.35402130420373,19.559209291192673,97.74625480861636,19.380725832778005,-2.636310734979671
11.7,98.22450072706609,61.35401893396954,19.56712091740346,97.75630694280403,19.388102255788517,-2.6407786570207317
11.8,98.22453706408992,61.35401655978596,19.57495533999256,97.76595982723973,19.395419644052385,-2.6451036640952337
11.9,98.22457341476866,61.354014181779526,19.58271451137455,97.77522536686661,19.402679476597502,-2.6492898600231674
12.0,98.22460977899586,61.354011800073096,19.59040039330153,97.78411543982111,19.409883236273636,-2.6533413508428283
12.1,98.22464615666081,61.35400941479712,19.59800413773958,97.79257195430353,19.417024934647415,-2.6572370745076848
12.2,98.22468254764162,61.354007026101,19.605516891735927,97.800536918349,19.424098586866858,-2.6609559710411674
12.3,98.22471895181218,61.354004634141724,19.61294062407196,97.80802231694418,19.431105686544516,-2.6645021526937556
12.4,98.22475536904916,61.35400223907261,19.62027731335707,97.81504010485747,19.438047730670668,-2.667879733646744
12.5,98.22479179923208,61.35399984104325,19.627528947582483,97.82160220755378,19.444926219505092,-2.6710928299465215
12.6,98.22482824224323,61.35399744019956,19.63469752368511,97.82772052209111,19.45174265646979,-2.6741455594413197
12.7,98.22486469796775,61.35399503668375,19.641785047121566,97.83340691799867,19.458498548042954,-2.6770420417204126
12.8,98.22490116629359,61.35399263063432,19.64879353145206,97.83867323813638,19.46519540365388,-2.6797863980556733
12.9,98.22493764710066,61.35399022219719,19.655710121478656,97.84346455056158,19.47182312323275,-2.6823580367163826
13.0,98.22497414024996,61.35398781153675,19.662521962314944,97.8477260043316,19.47837160943649,-2.684736367544506
13.1,98.22501064559442,61.3539853988248,19.669231080567066,97.85146952036337,19.48484237989499,-2.6869255165325314
13.2,98.22504716298985,61.35398298422943,19.675839511468823,97.8547069885347,19.491236954779964,-2.6889296111459675
13.3,98.22508369229487,61.35398056791503,19.6823492984209,97.85745026878578,19.497556856705852,-2.690752780277703
13.4,98.22512023337102,61.35397815004226,19.688762492540324,97.85971119220164,19.503803610631902,-2.692399154205149
13.5,98.22515678608261,61.353975730768084,19.69508115222034,97.8615015620752,19.509978743765608,-2.6938728645500443
13.6,98.22519335029689,61.353973310245756,19.701307342700385,97.86283315495132,19.516083785467355,-2.6951780442409135
13.7,98.22522992587363,61.35397088863114,19.707430290410212,97.86368153063466,19.522109245844295,-2.696304738841398
13.8,98.22526651265481,61.35396846608904,19.71343922744156,97.86402226951168,19.528045636958193,-2.697242995154459
13.9,98.22530311047497,61.35396604278687,19.719336237456723,97.86386713750846,19.533894494047672,-2.697996949829246
14.0,98.22533971917152,61.35396361888834,19.725123410503127,97.86322787211714,19.539657354135727,-2.6985707406973853
14.1,98.22537633858474,61.35396119455343,19.730802842583334,97.86211618358152,19.5453357559412,-2.698968506748654
14.2,98.22541296855783,61.3539587699384,19.736376635235374,97.86054375606386,19.550931239791716,-2.699194388109368
14.3,98.22544960893686,61.353956345195805,19.741846895123228,97.85852224878948,19.556445347538066,-2.699252526023338
14.4,98.22548625957076,61.35395392047447,19.747215733637503,97.85606329717206,19.561879622470016,-2.699147062835391
14.5,98.22552292030147,61.35395149592569,19.752472862829634,97.85314302496317,19.567224993565876,-2.6988683272794303
14.6,98.22555959095388,61.35394907170948,19.75760800156145,97.84973756290452,19.572472391067716,-2.698406649164845
14.7,98.22559627134586,61.35394664798831,19.76262327822477,97.84585852019393,19.57762336207078,-2.697766174065464
14.8,98.22563296129817,61.35394422492092,19.767520825525093,97.84151748103591,19.582679454787105,-2.696951048615329
14.9,98.22566966063448,61.353941802662355,19.772302780083628,97.83672600589426,19.587642218468865,-2.69596542050504
15.0,98.22570636918135,61.353939381363915,19.77697128204963,97.83149563272332,19.592513203333557,-2.694813438480678
15.1,98.22574308676828,61.35393696117316,19.781528474722734,97.8258378781781,19.59729396049061,-2.6934992523452674
15.2,98.2257798132276,61.353934542233944,19.785976504185328,97.81976423880246,19.60198604186966,-2.6920270129626758
15.3,98.22581654838494,61.35393212468783,19.790306805761222,97.81328104636196,19.606580628053635,-2.690397654955645
15.4,98.22585329204931,61.35392970867554,19.794510817700388,97.80639460432155,19.61106890030189,-2.688612114022718
15.5,98.22589004402298,61.353927294335506,19.79859069370899,97.79911633791619,19.61545241258175,-2.686674544257467
15.6,98.22592680411107,61.35392488180243,19.802548589045557,97.79145765406543,19.61973271941004,-2.6845891008534637
15.7,98.22596357212169,61.35392247120728,19.80638666019646,97.78342994258998,19.623911375789717,-2.68235994011974
15.8,98.22600034786578,61.35392006267729,19.81010706456146,97.77504457740565,19.62798993714841,-2.679991219498416
15.9,98.22603713115727,61.353917656335966,19.813711960148904,97.76631291769502,19.631969959278578,-2.6774870975844585
16.0,98.22607392181295,61.353915252303075,19.817203505280876,97.75724630905609,19.635852998279578,-2.674851734147431
16.1,98.22611071964296,61.353912850695984,19.82057328297273,97.74785149370018,19.639630345814872,-2.6720862907922784
16.2,98.22614752444107,61.35391045163103,19.823812877065045,97.73813518478465,19.64329329373909,-2.669191930347962
16.3,98.22618433599439,61.35390805522214,19.826924446834997,97.72810866557614,19.646843398733296,-2.6661728162580216
16.4,98.22622115409293,61.353905661579525,19.829910150891696,97.71778320796983,19.650282217571014,-2.6630331132469847
16.5,98.2262579785296,61.353903270809624,19.832772146924224,97.70717007365693,19.65361130706945,-2.6597769873516013
16.6,98.22629480910028,61.35390088301516,19.835512591459352,97.696280515269,19.65683222404254,-2.6564086059537844
16.7,98.22633164560371,61.3538984982951,19.838133639628946,97.6851257775001,19.65994652525598,-2.652932137815247
16.8,98.22636848784158,61.353896116744664,19.840637444947006,97.67371709820566,19.66295576738417,-2.6493517531137463
16.9,98.22640533560886,61.35389373846113,19.843014263355762,97.66203269401751,19.6658512419446,-2.6456587053976226
17.0,98.22644218868423,61.353891363549636,19.845254358278005,97.65005076328106,19.6686242402725,-2.641844249708358
17.1,98.22647904683964,61.35388899211736,19.847359891861434,97.63778250615565,19.671276318509328,-2.637912560704773
17.2,98.22651590984998,61.35388662426775,19.849333024417543,97.62523911605604,19.67380903255211,-2.6338678146224104
17.3,98.22655277749303,61.353884260100486,19.851175914202685,97.61243178084851,19.676223938020254,-2.6297141893178395
17.4,98.22658964954948,61.35388189971149,19.852890717208908,97.59937168402428,19.67852259022449,-2.625455864314628
17.5,98.226626525803,61.353879543192946,19.854479586964406,97.58607000585079,19.680706544137923,-2.621097020850809
17.6,98.22666340604007,61.35387719063327,19.855944674343515,97.5725379245003,19.68277735436904,-2.6166418419279065
17.7,98.22670029004512,61.353874842122735,19.85728110781721,97.55875292613439,19.684731152522797,-2.612082013982874
17.8,98.22673717759521,61.353872497759085,19.85848402426401,97.54469248544336,19.68656406978306,-2.607409225318394
17.9,98.22677406846532,61.3538701576419,19.859555583094732,97.53036776090556,19.688277659506635,-2.602627664534654
18.0,98.2268109624333,61.35386782186703,19.860497940935005,97.5157899098408,19.689873474598347,-2.597741522205789
18.1,98.22684785927993,61.353865490526516,19.86131325143812,97.50097008958363,19.69135306749453,-2.592754990936327
18.2,98.22688475878888,61.35386316370867,19.862003665107302,97.48591945863427,19.692717990148456,-2.5876722654191138
18.3,98.22692166074674,61.353860841498005,19.862571329127555,97.47064917778852,19.693969794017885,-2.5824975424946928
18.4,98.226958564943,61.3538585239753,19.863018387207035,97.45517041124532,19.695110030054746,-2.577235021212024
18.5,98.22699547116487,61.35385621121826,19.863341266070325,97.43949167361518,19.69613470256947,-2.571887250757867
18.6,98.22703237919205,61.35385390330232,19.863536389693607,97.42362146691823,19.69703981534937,-2.566456782652656
18.7,98.22706928880199,61.3538516002999,19.86360589205224,97.40757094417461,19.69782691778239,-2.560947822947599
18.8,98.22710619977498,61.35384930227959,19.863551903141563,97.39135126527435,19.698497558729567,-2.5553645801576166
18.9,98.22714311189426,61.35384700930625,19.863376548862245,97.37497359804553,19.699053286524965,-2.549711265328006
19.0,98.22718002494598,61.35384472144093,19.86308195091517,97.35844911930042,19.699495648977763,-2.543992092102133
19.1,98.22721693871914,61.35384243874089,19.8626702267058,97.34178901586051,19.699826193376445,-2.5382112767900677
19.2,98.22725385300568,61.35384016125961,19.862143489257928,97.32500448556004,19.700046466495017,-2.5323730384381147
19.3,98.22729076760439,61.353837889047234,19.861507914448282,97.30810232256431,19.70016224358217,-2.526480598031833
19.4,98.22732768232488,61.353835622151,19.860769675445066,97.2910893472627,19.700179299391333,-2.520537179434471
19.5,98.2273645969836,61.3538333606148,19.859930874449205,97.27397681620874,19.70009917921128,-2.514547010326089
19.6,98.22740151139995,61.353831104478736,19.85899360905036,97.25677600070094,19.699923427861094,-2.508514321408711
19.7,98.22743842539614,61.353828853779106,19.85795997218135,97.23949818764271,19.69965358970604,-2.502443346479355
19.8,98.22747533879736,61.35382660854839,19.856832052082012,97.22215468038053,19.699291208675284,-2.496338322503638
19.9,98.22751225143163,61.35382436881527,19.85561193227226,97.20475679952006,19.698837828281377,-2.490203489689795
20.0,98.2275491631299,61.35382213460463,19.854301691534513,97.187315883721,19.69829499164148,-2.4840430915631075
20.1,98.22758607372523,61.3538199059376,19.852902585558596,97.16984300959496,19.69766344169947,-2.4778611763404674
20.2,98.2276229830521,61.353817682831696,19.8514158654084,97.1523492703617,19.69694392105125,-2.471661795705556
20.3,98.22765989094712,61.353815465300706,19.849843595820477,97.1348460589204,19.696137971772075,-2.4654492035840825
20.4,98.2276967972498,61.35381325335458,19.84818783681756,97.11734478916748,19.69524713564388,-2.4592276575185257
20.5,98.2277337018025,61.35381104699944,19.846450643736897,97.09985689668764,19.69427295418471,-2.4530014187426072
20.6,98.22777060445053,61.3538088462376,19.844634067267727,97.08239383942077,19.69321696867959,-2.4467747522551218
20.7,98.22780750504202,61.353806651067515,19.842740153497633,97.06496709830401,19.69208072021255,-2.440551926892846
20.8,98.22784440342804,61.35380446148381,19.840770943967907,97.04758817788871,19.690865749700002,-2.4343372154022807
20.9,98.22788129946173,61.35380227747696,19.838727715210915,97.03027106761732,19.6895727388349,-2.428135647036059
21.0,98.22791819299749,61.35380009903288,19.836611738324308,97.01302978010483,19.688202369212473,-2.4219522550954924
21.1,98.22795508389181,61.35379792613332,19.834425040104186,96.99587589189116,19.68675618145665,-2.4157913244711997
21.2,98.22799197200409,61.35379575875618,19.832169643127866,96.97882100547218,19.685235716166712,-2.4096571442337704
21.3,98.22802885719658,61.3537935968755,19.8298475658562,96.96187674978364,19.68364251395513,-2.4035540076959285
21.4,98.22806573933444,61.35379144046146,19.82746082274432,96.94505478065543,19.681978115485936,-2.397486212472048
21.5,98.2281026182857,61.353789289480375,19.82501142436098,96.9283667812366,19.68024406151373,-2.391458060534808
21.6,98.2281394939213,61.35378714389471,19.822501377516225,96.91182446238918,19.678441892923058,-2.3854738582687096
21.7,98.22817636611427,61.35378500367145,19.819929600483857,96.89538621375294,19.676572303796632,-2.3795192248854384
21.8,98.22821323473893,61.35378286879047,19.817295029044548,96.87901041492034,19.674635988416146,-2.3735797841054236
21.9,98.22825009967168,61.35378073923619,19.814599690686993,96.86270880305875,19.672634488274216,-2.367659855835918
22.0,98.22828696079183,61.353778614989146,19.811845609184697,96.8464931428154,19.670569345153876,-2.3617637645758798
22.1,98.2283238179816,61.35377649602597,19.809034804689006,96.83037522669332,19.66844210116889,-2.3558958394520633
22.2,98.22836067112605,61.35377438231943,19.806169293830237,96.81436687539326,19.666254298804155,-2.350060414251277
22.3,98.22839752011318,61.353772273838366,19.803251089826688,96.79847993812234,19.6640074809559,-2.3442618274485403
22.4,98.22843436483383,61.35377017054774,19.800282202601558,96.78272629286829,19.661703190971682,-2.338504422230996
22.5,98.22847120518568,61.35376807242111,19.797265495377246,96.76703641141484,19.659347138801,-2.332764705359601
22.6,98.22850804107709,61.35376597945314,19.79420385891659,96.75134074707682,19.65694503490911,-2.3270191883416818
22.7,98.22854487242323,61.35376389164708,19.791099339509028,96.73565119230625,19.654498424204306,-2.321272228599043
22.8,98.22858169914215,61.35376180900226,19.7879539800839,96.71997966702133,19.65200885220213,-2.3155281883162817
22.9,98.2286185211548,61.35375973151411,19.78476982024851,96.70433811885539,19.649477865062796,-2.309791434442411
23.0,98.22865533838504,61.35375765917411,19.78154889633353,96.6887385233697,19.646907009627743,-2.30406633868787
23.1,98.2286921507596,61.35375559196983,19.778293241445603,96.67319288422863,19.644297833455354,-2.2983572775167147
23.2,98.22872895820815,61.353753529884884,19.77500488552716,96.65771323333837,19.64165188485563,-2.292668632133823
23.3,98.22876576066732,61.35375147291095,19.77168708041273,96.64223347285076,19.638975049412537,-2.2869781403221867
23.4,98.22880255808472,61.353749421059675,19.768343103950993,96.62668748424755,19.636273213514023,-2.2812635445643665
23.5,98.22883935041499,61.35374737435073,19.76497502046825,96.61108731009546,19.63354792789414,-2.2755292401588054
23.6,98.22887613761563,61.35374533279985,19.761584891209555,96.59544502028433,19.63080074416599,-2.269779627041721
23.7,98.22891291964709,61.35374329641882,19.758174774319947,96.57977271211792,19.628033214850287,-2.2640191097486193
23.8,98.22894969647268,61.35374126521544,19.754746724832284,96.5640825103651,19.625246893402213,-2.258252097370575
23.9,98.22898646805868,61.353739239193565,19.75130279466178,96.54838656727173,19.62244333423682,-2.2524830035050587
24.0,98.22902323437424,61.35373721835308,19.747845032607128,96.53269706253172,19.619624092752684,-2.2467162462012014
24.1,98.22905999539107,61.35373520269674,19.744373378021557,96.51698250307669,19.616790341824778,-2.240941046885538
24.2,98.2290967510831,61.353733192236945,19.74088778366744,96.50121138557591,19.613943255345077,-2.2351466313093953
24.3,98.22913350142683,61.35373118698898,19.737390313821066,96.48539591499468,19.61108439177018,-2.2293374304904208
24.4,98.22917024640161,61.35372918696414,19.733883029665343,96.46954832305119,19.60821531061714,-2.2235178796207893
24.5,98.2292069859898,61.35372719216972,19.73036798925956,96.45368086809708,19.605337572478007,-2.217692417983269
24.6,98.22924372017664,61.353725202609034,19.726847247515455,96.43780583495595,19.60245273903225,-2.2118654888611964
24.7,98.2292804489503,61.35372321828141,19.72332285617977,96.42193553471844,19.599562373057175,-2.2060415394422344
24.8,98.22931717230189,61.353721239182164,19.71979686382311,96.40608230449425,19.59666803843613,-2.2002250207157656
24.9,98.22935389022999,61.35371926530902,19.716274544053817,96.39021584137765,19.593776142412512,-2.194406156009133
25.0,98.22939060274517,61.353717296668464,19.712761183535886,96.37430584778343,19.590893093338867,-2.1885751722265883
25.1,98.22942730986547,61.353715333269385,19.709258845628476,96.35836470699269,19.588020458429835,-2.182736531081694
25.2,98.22946401161191,61.35371337511666,19.705769590444753,96.34240482710732,19.585159806016332,-2.1768946976138834
25.3,98.2295007080084,61.35371142221115,19.702295474808864,96.32643864062828,19.582312705542016,-2.171054140053065
25.4,98.22953739908182,61.35370947454969,19.69883855221887,96.31047860398894,19.579480727556984,-2.1652193296775066
25.5,98.229574084862,61.353707532125114,19.69540087281597,96.29453719704202,19.57666544370897,-2.1593947406648804
25.6,98.22961076538166,61.35370559492623,19.691984483359764,96.27862692250085,19.57386842673176,-2.153584849936337
25.7,98.2296474406767,61.35370366294388,19.688590112428344,96.26272129820762,19.571091405715617,-2.1477806695134074
25.8,98.2296841107862,61.35370173617695,19.68521850002977,96.2467938326671,19.568336110797922,-2.1419732138279333
