sample,t_s,x_est,y_est,vx_est,vy_est,speed_px_s,azimuth_deg,nav_status,terrain,radar_raw,radar_filtered,baro_filtered,hyp_score,last_corr,last_rough,position_uncertainty_px,velocity_uncertainty_px_s,solution_confidence,lon_est,lat_est,v_east_m_s,v_north_m_s,speed_m_s,course_deg,x_true,y_true,lon_true,lat_true,err_px,err_m,x_raw,y_raw,final_fix_corr,final_fix_shift_px
12,1.2,424.23991763497327,297.2548238255499,1.2672285768941585,0.06570725645990749,1.268930931788126,92.96819380889121,DEAD_RECKONING_NO_GPS,361.3640381884218,1138.3,1138.6359618115782,1500.0,0.0,nan,0.0,6.6272383011326825,4.2427113972081605,0.0,98.22076107712083,61.35423478227068,18.785265640219816,-2.031814385865806,18.89482666954726,96.17311408130729,423.6,297.08,98.22058332222223,61.35428334444444,0.6633686377344536,10.918316766311534,423.90956059540986,297.1670649044145,,
13,1.3,424.3666406037268,297.2613949928586,1.2672307981765047,0.06571608971344221,1.2689336075202227,92.96858692553536,DEAD_RECKONING_NO_GPS,361.61738599787213,1138.6,1138.3826140021279,1500.0,0.0,nan,0.0,6.95847437481809,4.242717289662372,0.0,98.22079627794548,61.354232956946426,18.785299663851216,-2.032087529694552,18.894889869724796,96.1739264500008,423.73,297.08,98.22061943333334,61.35428334444444,0.6619783997592235,10.9785509620271,424.06869064502735,297.18098697978235,,
14,1.4,424.49336381114495,297.2679671137667,1.267233350187151,0.06572632844958912,1.2689366863945633,92.96904264304959,DEAD_RECKONING_NO_GPS,361.5000561160323,1137.9,1138.4999438839677,1500.0,0.0,nan,0.0,7.299346323473083,4.242723182108399,0.0,98.22083147883643,61.35423113135728,18.785338590328195,-2.032404134168961,18.89496262282254,96.17486823663955,423.86,297.09,98.22065554444445,61.35428056666667,0.6578920966621288,10.88284111242326,424.22782069464483,297.1949090551502,,
15,1.5,424.62008729184157,297.27454033411186,1.2672362637454835,0.06573807845342769,1.268940204702476,92.96956565849621,DEAD_RECKONING_NO_GPS,361.4856244510497,1138.6,1138.5143755489503,1500.0,0.0,nan,0.0,7.648566001218792,4.242729074546244,0.0,98.2208666798033,61.354229305462745,18.785382876539387,-2.0327674703987695,18.895045737094435,96.17594915072863,424.0,297.09,98.22069443333334,61.35428056666667,0.6469647474302913,10.819322853613155,424.3869507442623,297.2088311305181,,
16,1.6,424.74681108355753,297.28111481032977,1.2672395705741994,0.06575144590524094,1.2689441996666802,92.97016068439984,DEAD_RECKONING_NO_GPS,361.481375119374,1138.5,1138.518624880626,1500.0,0.0,nan,0.0,8.005041036746784,4.242734966975904,0.0,98.22090188085654,61.35422747921935,18.78543299276592,-2.033180821714284,18.89514003598505,96.17717893345309,424.13,297.1,98.22073054444445,61.354277788888886,0.6428518393224069,10.72238732367136,424.5460807938798,297.22275320588597,,
17,1.7,424.8735352272512,297.28769070949403,1.267243303299259,0.06576653738032254,1.2689487094425114,92.97083244869896,DEAD_RECKONING_NO_GPS,361.5107704146378,1138.3,1138.4892295853622,1500.0,0.0,nan,0.0,8.367844293783198,4.242740859397381,0.0,98.22093708200758,61.354225652580695,18.785489422680683,-2.0336474836604177,18.895246358209945,96.17856735753702,424.26,297.11,98.22076665555556,61.354275011111106,0.6387483568030975,10.62587259834288,424.7052108434973,297.23667528125384,,
18,1.8,425.00025976718865,297.2942682093555,1.267247495449826,0.06578345984875392,1.2689537731192297,92.97158569469275,DEAD_RECKONING_NO_GPS,362.636533569309,1137.9,1137.363466430691,1500.0,0.0,nan,0.0,8.736187455062995,4.2427467518106745,0.0,98.22097228326867,61.3542238254974,18.785552663347456,-2.0341707639898017,18.895365557841732,96.18012422708887,424.4,297.11,98.22080554444445,61.354275011111106,0.6279064907169514,10.566205342750022,424.8643408931148,297.2505973566217,,
19,1.9,425.12698475103406,297.3008474983817,1.267252181458204,0.06580232067515752,1.2689594307214132,92.97242518098307,DEAD_RECKONING_NO_GPS,364.63621847098284,1134.8,1135.3637815290172,1500.0,0.0,nan,0.0,9.109398573725931,4.242752644215784,0.0,98.22100748465307,61.354221997917115,18.78562322521998,-2.0347539826551486,18.89549850440192,96.18185937743408,424.53,297.12,98.22084165555556,61.35427223333333,0.6237760901462529,10.468469147744562,425.0234709427323,297.2645194319896,,
20,2.0,425.25371022994,297.3074287757964,1.267257396659763,0.06582322761841976,1.2689657232104363,92.97335568141119,DEAD_RECKONING_NO_GPS,365.74205711089576,1134.5,1134.2579428891042,1500.0,0.0,nan,0.0,9.486903209161568,4.242758536612711,0.0,98.22104268617498,61.3542201697845,18.78570163214088,-2.035400471800691,18.895646082958557,96.18378267493352,424.66,297.13,98.22087776666667,61.35426945555555,0.6196553942442359,10.371156728066499,425.18260099234976,297.27844150735746,,
21,2.1,425.38043625863764,297.31401225161886,1.2672631772928562,0.06584628883137882,1.2689726924860323,92.97438198498867,DEAD_RECKONING_NO_GPS,365.80618530732045,1134.2,1134.1938146926796,1500.0,0.0,nan,0.0,9.868208683697365,4.242764429001454,0.0,98.22107788784963,61.35421834104121,18.785788421340442,-2.036113575752525,18.895809194229614,96.18590401678654,424.8,297.13,98.22091665555556,61.35426945555555,0.6089061989231989,10.315584044719353,425.34173104196725,297.29236358272533,,
