sample,t_s,x_est,y_est,vx_est,vy_est,speed_px_s,azimuth_deg,nav_status,terrain,radar_raw,radar_filtered,baro_filtered,hyp_score,last_corr,last_rough,position_uncertainty_px,velocity_uncertainty_px_s,solution_confidence,lon_est,lat_est,v_east_m_s,v_north_m_s,speed_m_s,course_deg,x_true,y_true,lon_true,lat_true,err_px,err_m
1205,120.5,582.1354017075387,304.0844242769977,1.3241342560808687,0.04140625225190893,1.3247814936254145,91.79108022086257,LOCKED,414.63811228112536,1086.9,1085.3618877188746,1500.0,14.339357642798165,0.5643741488456726,1.327699019796407,5.6232927840269005,0.15499729168667176,0.031942552990383476,98.26462093380765,61.352337671034164,19.630019333021114,-1.280373333522917,19.671731364777713,93.73184656822576,582.49,304.62,98.26471943333334,61.352188899999994,0.6423249209597311,17.375489563046955
1206,120.6,582.2678151331468,304.0885649022229,1.3241342560808687,0.04140625225190893,1.3247814936254145,91.79108022086257,LOCKED,414.5478567696348,1085.3,1085.4521432303652,1500.0,14.339357642798165,0.5643741488456726,1.327699019796407,5.634122411891419,0.15515850099238265,0.031942552990383476,98.26465771531477,61.35233652086049,19.630020054348527,-1.280373333522917,19.671732084575623,93.73184643148238,582.62,304.63,98.26475554444445,61.35218612222222,0.6458994856363566,17.537584152832242
1207,120.7,582.4002285587549,304.0927055274481,1.3241342560808687,0.04140625225190893,1.3247814936254145,91.79108022086257,LOCKED,414.73385788424184,1085.5,1085.2661421157582,1500.0,14.339357642798165,0.5643741488456726,1.327699019796407,5.644973910716857,0.1553195429757737,0.031942552990383476,98.26469449682187,61.352335370686816,19.63002077567592,-1.280373333522917,19.67173280437351,93.73184629473894,582.75,304.64,98.26479165555556,61.35218334444444,0.6495162051839274,17.700121308464762
1208,120.8,582.532641984363,304.0968461526733,1.3241342560808687,0.04140625225190893,1.3247814936254145,91.79108022086257,LOCKED,415.02546704355996,1084.9,1084.97453295644,1500.0,14.339357642798165,0.5643741488456726,1.327699019796407,5.655847243020213,0.1554804181567673,0.031942552990383476,98.264731278329,61.35233422051314,19.630021497003312,-1.280373333522917,19.671733524171394,93.7318461579955,582.89,304.64,98.26483054444445,61.35218334444444,0.6501698648859349,17.6112470291154
1209,120.9,582.665055409971,304.1009867778985,1.3241342560808687,0.04140625225190893,1.3247814936254145,91.79108022086257,LOCKED,415.2625229728121,1084.7,1084.7374770271879,1500.0,14.339357642798165,0.5643741488456726,1.327699019796407,5.666742371353521,0.15564112705259883,0.031942552990383476,98.26476805983611,61.35233307033947,19.63002221833069,-1.280373333522917,19.67173424396927,93.73184602125207,583.02,304.65,98.26486665555556,61.35218056666666,0.6537592676459936,17.773497957425775
1210,121.0,582.7974688355791,304.10512740312373,1.3241342560808687,0.04140625225190893,1.3247814936254145,91.79108022086257,LOCKED,415.9331726402211,1084.3,1084.066827359779,1500.0,14.339357642798165,0.5643741488456726,1.327699019796407,5.677659258304951,0.15580167017783608,0.031942552990383476,98.26480484134322,61.352331920165796,19.630022939658062,-1.280373333522917,19.671734963767133,93.73184588450869,583.15,304.65,98.26490276666667,61.35218056666666,0.6489717780570866,17.64060841673944
1211,121.1,582.9298822611872,304.10926802834894,1.3241342560808687,0.04140625225190893,1.3247814936254145,91.79108022086257,LOCKED,416.9240510954371,1082.8,1083.075948904563,1500.0,14.339357642798165,0.5643741488456726,1.327699019796407,5.688597866499891,0.15596204804439834,0.031942552990383476,98.26484162285034,61.35233076999212,19.63002366098543,-1.280373333522917,19.671735683564997,93.7318457477653,583.28,304.66,98.26493887777778,61.35217778888889,0.6526010539602609,17.803276450983628
1212,121.2,583.0622956867953,304.11340865357414,1.3241342560808687,0.04140625225190893,1.3247814936254145,91.79108022086257,LOCKED,417.4237139976244,1082.7,1082.5762860023756,1500.0,14.339357642798165,0.5643741488456726,1.327699019796407,5.699558158602026,0.1561222611615756,0.031942552990383476,98.26487840435745,61.35232961981845,19.630024382312786,-1.280373333522917,19.671736403362846,93.73184561102198,583.42,304.67,98.26497776666668,61.35217501111111,0.6616239888345714,18.009463419529414
1213,121.3,583.1947091124034,304.11754927879934,1.3241342560808687,0.04140625225190893,1.3247814936254145,91.79108022086257,LOCKED,417.59433464586755,1082.4,1082.4056653541325,1500.0,14.339357642798165,0.5643741488456726,1.327699019796407,5.710540097314379,0.15628231003604734,0.031942552990383476,98.26491518586457,61.352328469644775,19.630025103640143,-1.280373333522917,19.6717371231607,93.7318454742786,583.55,304.67,98.26501387777779,61.35217501111111,0.6568359111408859,17.876567736892785
1214,121.4,583.3271225380115,304.12168990402455,1.3241342560808687,0.04140625225190893,1.3247814936254145,91.79108022086257,LOCKED,417.79588554821885,1082.0,1082.2041144517812,1500.0,14.339357642798165,0.5643741488456726,1.327699019796407,5.721543645380355,0.1564421951719012,0.031942552990383476,98.26495196737167,61.3523273194711,19.630025824967483,-1.280373333522917,19.671737842958535,93.73184533753522,583.68,304.68,98.26504998888889,61.35217223333333,0.660479118858067,18.039380490694203
