$GPGGA,000000.000,,,,,,,,1475.1,M,46.9,M,,*45
$GPGGA,000000.100,,,,,,,,1472.4,M,46.9,M,,*46
$GPGGA,000000.200,,,,,,,,1470.8,M,46.9,M,,*4B
$GPGGA,000000.300,,,,,,,,1473.2,M,46.9,M,,*43
$GPGGA,000000.400,,,,,,,,1473.2,M,46.9,M,,*44
$GPGGA,000000.500,,,,,,,,1473.4,M,46.9,M,,*43
$GPGGA,000000.600,,,,,,,,1471.0,M,46.9,M,,*46
$GPGGA,000000.700,,,,,,,,1472.8,M,46.9,M,,*4C
$GPGGA,000000.800,,,,,,,,1474.3,M,46.9,M,,*4E
$GPGGA,000000.900,,,,,,,,1474.1,M,46.9,M,,*4D
$GPGGA,000001.000,,,,,,,,1474.6,M,46.9,M,,*42
$GPGGA,000001.100,,,,,,,,1474.5,M,46.9,M,,*40
$GPGGA,000001.200,,,,,,,,1472.7,M,46.9,M,,*47
$GPGGA,000001.300,,,,,,,,1475.0,M,46.9,M,,*46
$GPGGA,000001.400,,,,,,,,1473.3,M,46.9,M,,*44
$GPGGA,000001.500,,,,,,,,1473.0,M,46.9,M,,*46
$GPGGA,000001.600,,,,,,,,1473.9,M,46.9,M,,*4C
$GPGGA,000001.700,,,,,,,,1472.7,M,46.9,M,,*42
$GPGGA,000001.800,,,,,,,,1473.3,M,46.9,M,,*48
$GPGGA,000001.900,,,,,,,,1474.2,M,46.9,M,,*4F
$GPGGA,000002.000,,,,,,,,1473.9,M,46.9,M,,*49
$GPGGA,000002.100,,,,,,,,1475.6,M,46.9,M,,*41
$GPGGA,000002.200,,,,,,,,1474.5,M,46.9,M,,*40
$GPGGA,000002.300,,,,,,,,1473.9,M,46.9,M,,*4A
$GPGGA,000002.400,,,,,,,,1475.1,M,46.9,M,,*43
$GPGGA,000002.500,,,,,,,,1475.2,M,46.9,M,,*41
$GPGGA,000002.600,,,,,,,,1475.3,M,46.9,M,,*43
$GPGGA,000002.700,,,,,,,,1476.3,M,46.9,M,,*41
$GPGGA,000002.800,,,,,,,,1476.5,M,46.9,M,,*48
$GPGGA,000002.900,,,,,,,,1477.9,M,46.9,M,,*44
